
text,label
"opioid addiction is commonplace in the united states. we created a standard for prescribing opioids to treat pain after hip and knee replacement. we also studied opioid usage alongside a system of measuring pain as reported by patients. we assumed that people would use opioids less than prescribed. we also assumed that reducing prescriptions of opioids would reduce the amount taken without increasing the amount of pain reported. this study followed patients over time, without intervening. it was done on all patients that had hip and knee replacement from april 7, 2018, to august 10, 2019. we determined the amount of opioids used and how pain interfered with patients’ lives 2 weeks after discharge using telephone and email surveys. standards for prescribing opioids were used during the study. outcomes were compared in patients before and after following these standards. a total of 715 patients were able to be in the study. of those, 201 patients completed surveys. before the standards were followed, the average opioid prescription was about 81 tablets for hip replacement and about 83 tablets for knee replacement. the average number of tablets used for both hip replacement and knee replacement was 35. after the standards were followed, the average number of tables taken dropped to about 19 for hip replacement and about 32 for knee replacement. after following a second standard for hip replacement, the average number of tablets taken was about 22. there was not a significant changed in pain reported by patients that had hip replacement. for knee replacement, there was an increase in patient-reported interference with recreational activities and tasks away from home, but otherwise there was no significant impact. we conclude that following our standards for prescribing opioids reduced the amount of opioids both prescribed and taken, without significantly impacting the reported pain interference. this supports the need to decrease opioid prescription after hip and knee replacement surgery.",0
"maternal obesity is associated with adverse offspring outcomes. inflammation and deficiency of anti-inflammatory nutrients like omega(n)-3 polyunsaturated fatty acids (pufa) may contribute to these associations. fetal supply of n-3 pufa is dependent on maternal levels and studies have suggested that improved offspring outcomes are associated with higher maternal intake. however, little is known about how maternal obesity affects the response to n-3 supplementation during pregnancy. we sought to determine (1) the associations of obesity with pufa concentrations and (2) if the systemic response to n-3 supplementation differs by body mass index (bmi). this was a secondary analysis of 556 participants (46% lean, 28% obese) in the maternal-fetal medicine units network trial of n-3 (docosahexaenoic acid (dha) + eicosapentaenoic acid (epa)) supplementation, in which participants had 2g/day of n-3 (n = 278) or placebo (n = 278) from 19 to 22 weeks until delivery. at baseline, obese women had higher plasma n-6 arachidonic acid concentrations (β: 0.96% total fatty acids; 95% confidence interval (ci): 0.13, 1.79) and n-6/n-3 ratio (β: 0.26 unit; 95% ci: 0.05, 0.48) compared to lean women. in the adjusted analysis, women in all bmi groups had higher n-3 concentrations following supplementation, although obese women had attenuated changes (β = -2.04%, ci: -3.19, -0.90, interaction p = 0.000) compared to lean women, resulting in a 50% difference in the effect size. similarly, obese women also had an attenuated reduction (β = 0.94 units, ci: 0.40, 1.47, interaction p = 0.046) in the n-6/n-3 ratio (marker of inflammatory status), which was 65% lower compared to lean women. obesity is associated with higher inflammation and with an attenuated response to n-3 supplementation in pregnancy.",1
"long-lasting wounds that do not respond to available treatments have serious impacts. things that determine how bedsores progress include low antioxidant levels, other infections caused by microbes (microorganisms), and the type of immune system response. before symptoms, and in a detailed study, a mixture containing a ceratothoa oestroides (fish parasite) olive oil extract increased wound healing. patients with long-lasting leg ulcers (sores) due to blood flow problems and bedsores, determined by doctors as not responding to healing treatments, were treated for 3 months with an ointment with c oestroides extract combined with antibiotics (kill bacteria) and/or antiseptics (slow bacteria growth) based on type of bacterial infection. we evaluated treatment using a common tool used to track wound healing with two cell phone apps. after 3 months of treatment, c oestroides caused an average score decrease of 36% on a common tool used to track wound healing. applying both antibiotics and antiseptics controlled ulcer infection by microorganisms and helped wound healing. compared to things like initial wound size, how long lasting the wound was seemed to be an important factor in predicting how much the wound healed. future studies looking at how well c oestroides olive oil extract works to heal wounds are needed.",0
"internal hernias are rare, and a delayed diagnosis can lead to dangerous complications. a 75-year-old male with no previous surgical history presented with right upper abdominal pain and vomiting. on examination, he had guarding in the right hypochondrium with a positive murphy's sign. however, ultrasonography of the gall bladder was normal with dilated bowel loops. contrast-enhanced ct (cect) revealed a falciform hernia with evidence of obstruction. segmental resection of the gangrenous ileum was done with a double-barrel stoma. later on, stoma reversal was also done with no complications.",1
"background: phosphatidylserine (ps) may have beneficial effects on cognitive functions. we evaluated the efficacy of a novel preparation of ps containing omega-3 long-chain polyunsaturated fatty acids attached to its backbone (ps-dha) in non-demented elderly with memory complaints. methods: 157 participants were randomized to receive either ps-dha or placebo for 15 weeks. efficacy measures, assessed at baseline and endpoint, included the rey auditory verbal learning test, rey complex figure test, and a computerized cognitive battery. clinicians' global impression of change was assessed following 7 and 15 weeks of treatment. results: 131 participants completed the study although 9 were excluded from the efficacy analysis due to protocol violation. at endpoint, verbal immediate recall was significantly improved in the ps-dha group compared to the placebo group. post-hoc analysis revealed that a subset of participants with relatively good cognitive performance at baseline had significant treatment-associated improvements in immediate and delayed verbal recall, learning abilities, and time to copy complex figure. these favorable results were further supported by responder analysis. conclusions: the results indicate that ps-dha may improve cognitive performance in non-demented elderly with memory complaints. post-hoc analysis of subgroups suggests that participants with higher baseline cognitive status were most likely to respond to ps-dha. the results of this exploratory study should be followed up by additional studies aimed at confirming the present tentative conclusions.",1
"suggested food, vaccination, drugs, and supplementary for the immune system for covid-19. according to the world health organization, healthy foods and hydration are vital. individuals consuming a well-balanced diet are healthier with a strong immune system and have a reduced risk of chronic illness, infectious diseases. vitamins and minerals are vital. vitamin b, insoluble in water, protects from infection. vitamin c protects from flu-like symptoms. insufficient vitamin d and vitamin e can lead to coronavirus infection. vitamin d can be found in sunlight, and vitamin e can be found in, for example, oil, seeds, and fruits. insufficient iron and excess iron can lead to risk. zinc is necessary for maintaining the immune system. food rich in protein should be the top priority because it has immune properties (immunoglobulin production) and potential antiviral activity. therefore, in a regular meal, individuals should eat fruit, vegetables, legumes, nuts, whole grains, and foods from animal sources. food from plants containing vitamin a should be consumed, and 8–10 cups of water should be drunk daily. malnutrition is dangerous for patients with covid-19 and thus proper nutrition should be provided. fruit juice, tea, and coffee can also be consumed. too much caffeine, sweetened fruit juices, fruit juice concentrates, syrups, fizzy drinks, and still drinks must be avoided. unsaturated fats, white meats, and fish should be consumed. saturated fat, red meat, more than 5 g salt per day, and industry processed food should be avoided. along with diet, physical activity is another factor. individuals should be active and perform physical exercise regularly to boost the immune system and should have proper sleep.",1
"the objective of this study is to determine the effect of morning exercise after fasting (no food or drink except water for 8 to 10 hours) vs afternoon exercise on blood sugar responses to resistance exercise, also known as strength or weight training to build muscle. in this study, 12 participants with type 1 diabetes perform about 40 minutes of resistance exercise (three sets of eight repetitions, seven exercises) at either 7 am (fasting) or 5 pm. sessions are performed at least 48 hours apart. blood samples are collected immediately before exercise, immediately after exercise, and 60 minutes after exercise. interstitial sugar is taken from the fluid surrounding the cells of tissues rather the blood. interstitial sugar is monitored overnight after exercise by using continuous sugar monitoring device. blood sugar rises during fasting morning exercise, whereas it declined with afternoon exercise. sixty minutes after exercise, blood sugar is significantly higher after fasting morning exercise than after afternoon exercise. data from the continuous sugar monitoring device indicated more changes in sugar levels and more frequent hyperglycemia (high blood sugar) after morning resistance exercise than after afternoon resistance exercise. compared with afternoon resistance exercise, morning (fasting) resistance exercise is associated with distinctly different blood sugar responses and post-exercise responses.",0
"lower carb diets may improve blood sugar but may increase blood ketone bodies (particles made from fat breakdown) in women with gestational diabetes (gdm) (high blood sugar affecting pregnant women). we presume that fairly lower carbohydrate intake would not increase blood ketone bodies. to compare levels of blood ketone made from fat breakdown, risk of high blood ketone bodies, and pregnancy outcomes in women with gestational diabetes randomly given a lower carb diet or regular care. forty-six women around 33 years of age were randomly split at 28.5 weeks to either a modestly lower carb diet (mlc) or standard, routine care (rc) for 6 weeks. there was no difference in blood ketones between those in the mlc diet group relative to the rc group, even though carb and total energy intake was lower in the diet group. only 20% in the mlc diet group met the goal intake versus the 65% in the rc group. no differences in birth weight, rate of large-for-prenatal-age infants, percent fat mass, or fat-free mass between groups existed. reducing carb intake in those with gestational diabetes did not raise ketones made from fat breakdown, possibly because the carb target was difficult to achieve in pregnancy. feeding studies providing food may have to assess the effects of low-carb diets.",0
"we aimed to rate how well pentoxifylline (ptx) applied to the skin worked to heal bedsores in critically ill patients. this was a medical study involving human participants in which neither side knew who was getting what treatment, and either ptx 5% or ointment with no medicine was applied to the skin twice a day for 14 days. we measured changes in bedsore category and size. we used a common scoring system to measure the severity of bedsores and bedsore stage at the beginning of the study and on study days 7 and 14. we measured bedsore length and width with a disposable ruler. we studied a total of 112 adult patients. median (average) bedsore size and score at the beginning of the study were 32cm2 and 1, respectively. the average differences of bedsore scores and sizes decreased significantly between measurement days (day seven versus day zero, day 14 versus day zero, and day 14 versus day seven) compared to the ointment with no medicine. we conclude that the seriousness and size of bedsores improved significantly in patients who received ptx 5% ointment applied to the skin twice a day for 14 days compared to those who received ointment with no medicine. ptx applied to the skin may be a potential treatment option for stage i or ii bedsores in critically ill patients.",0
"successfully treating an overactive thyroid depends on identifying the signs and symptoms of the disease and determining the cause. graves' disease, a disease in which infection-preventing cells attack healthy cells, is the most common cause of an overactive thyroid. other common causes of an overactive thyroid include thyroid inflammation, one or more glandular growths making extra thyroid hormone, and side effects of some medications. a common test that measures blood levels of hormones that acts as messengers to the thyroid is the first step in a medical exam. when results of this test are uncertain, a test to measure thyroid function can be used. when the cause is inflammation of the thyroid, treating the symptoms is enough because the overactive thyroid is short-lived. graves' disease and when one or more growths make extra thyroid hormone can be treated with radiation therapy, drugs that block the formation of thyroid hormone, or surgery. in the united states, radiation therapy to shrink the thyroid is preferred unless there is a reason not to do so. thyroid removal is an option when other treatments do not work or should not be used, or when an enlarged thyroid is causing pressure or squeezing. new treatments are being studied. people who are pregnant or breastfeeding, and people with thyroid eye disease or overactive thyroids caused by amiodarone, a heart medication, must be given special treatment consideration. we must factor in what patients want when deciding on treatment. maintaining a safe and effective dose is very important.",0
"newborn screening (nbs) of inborn errors of metabolism (iem) is a coordinated comprehensive system consisting of education, screening, follow-up of abnormal test results, confirmatory testing, diagnosis, treatment, and evaluation of periodic outcome and efficiency. the ultimate goal of nbs and follow-up programs is to reduce morbidity and mortality from the disorders. over the past decade, tandem mass spectrometry (ms/ms) has become a key technology in the field of nbs. it has replaced classic screening techniques of one-analysis, one-metabolite, one-disease with one analysis, many-metabolites, and many-diseases. the development of electrospray ionization (esi), automation of sample handling and data manipulation have allowed the introduction of expanded nbs for the identification of numerous conditions on a single sample and new conditions to be added to the list of disorders being screened for using ms/ms. in the case of a screened positive result, a follow-up analytical test should be performed for confirmation of the primary result. the most common confirmatory follow-up tests are amino acids and acylcarnitine analysis in plasma and organic acid analysis in urine. nbs should be integrated with follow-up and clinical management. recent improvements in therapy have caused some disorders to be considered as potential candidates for nbs. this review covers some of the basic theory of expanded ms/ms and follow-up confirmatory tests applied for nbs of iem.",1
"in spain, 1.5 million essential workers under 60 years of age got a first astrazeneca vaccine dose. although this vaccine was associated with blood clots and reduction in blood cells, the european medicines agency recommended two doses of astrazeneca for all ages. spain decided not to give the second dose of this vaccine to people under 60 years old. the government sponsored a clinical trial to evaluate if a dose of pfizer vaccine works in adults who first got the astrazeneca vaccine. the positive results supported giving the pfizer vaccine as the booster. some local authorities decided to follow the recommendation that an astrazeneca booster should be given. because of these contradictions, the spanish health ministry requested those who decide to get the astrazeneca booster and decline pfizer should sign an informed consent form. later these essential workers could choose the vaccine but still sign an informed consent form. relevant information was posted on the web and given to people at vaccination sites. three quarters of people getting the vaccine chose astrazeneca; maybe because they trusted the european medicines agency more. giving people a choice may make future covid-19 boosters more successful.",0
"hyperkalemia is a potentially life-threatening metabolic problem caused by inability of the kidneys to excrete potassium, impairment of the mechanisms that move potassium from the circulation into the cells, or a combination of these factors. acute episodes of hyperkalemia commonly are triggered by the introduction of a medication affecting potassium homeostasis; illness or dehydration also can be triggers. in patients with diabetic nephropathy, hyperkalemia may be caused by the syndrome of hyporeninemic hypoaldosteronism. the presence of typical electrocardiographic changes or a rapid rise in serum potassium indicates that hyperkalemia is potentially life threatening. urine potassium, creatinine, and osmolarity should be obtained as a first step in determining the cause of hyperkalemia, which directs long-term treatment. intravenous calcium is effective in reversing electrocardiographic changes and reducing the risk of arrhythmias but does not lower serum potassium. serum potassium levels can be lowered acutely by using intravenous insulin and glucose, nebulized beta2 agonists, or both. sodium polystyrene therapy, sometimes with intravenous furosemide and saline, is then initiated to lower total body potassium levels.",1
"in the 1990s, selenium was identified as a component of an enzyme that activates thyroid hormone; since this discovery, the relevance of selenium to thyroid health has been widely studied. selenium, known primarily for the antioxidant properties of selenoenzymes, is obtained mainly from meat, seafood and grains. intake levels vary across the world owing largely to differences in soil content and factors affecting its bioavailability to plants. adverse health effects have been observed at both extremes of intake, with a narrow optimum range. epidemiological studies have linked an increased risk of autoimmune thyroiditis, graves disease and goitre to low selenium status. trials of selenium supplementation in patients with chronic autoimmune thyroiditis have generally resulted in reduced thyroid autoantibody titre without apparent improvements in the clinical course of the disease. in graves disease, selenium supplementation might lead to faster remission of hyperthyroidism and improved quality of life and eye involvement in patients with mild thyroid eye disease. despite recommendations only extending to patients with graves ophthalmopathy, selenium supplementation is widely used by clinicians for other thyroid phenotypes. ongoing and future trials might help identify individuals who can benefit from selenium supplementation, based, for instance, on individual selenium status or genetic profile.",1
"we checked the interaction of blood folate, a b-vitamin, and vitamin b12 with methylenetetrahydrofolate reductase (mthfr) c6677t genotypes, or specific dna sequences in humans encoding the same protein. this was done to measure the risk of first ischemic stroke, or blood clotting that would block brain blood flow, and success of folic acid treatment to prevent this stroke. 20,702 adults with high blood pressure randomly received either 10 mg of daily blood pressure medication and 0.8 mg of folic acid or 10 mg of blood pressure alone. participants were checked every 3 months. average folate and b12 levels at start were 8.1 ng/ml and 280.2 pmol/l, respectively. over around 4.5 years, among those not receiving folid acid, participants with starting blood b12 or blood folate above the average had much lower risk of first ischemic stroke, especially those with the standard mthfr c6677t genotype. folic acid treatment reduced the risk of first ischemic stroke in participants with both folate and b12 below the average, especially in those with the altered mthfr genotype. however, those with certain mthfr genotypes responded with both folate and b12 levels above the average. the risk of first ischemic stroke was higher in patients with high blood pressure and low levels of folate and b12. folic acid treatment had the most effect in patients with low folate and b12 with a certain mthfr genotype, and with high folate and b12 with another genotype.",0
"multiple sclerosis (ms) is a complex disease of the central nervous system (cns). ms involves an intricate and abnormal interaction of immune cells that leads to inflammation (redness and swelling from fighting an infection), demyelination (destruction of nerve tissue), and neurodegeneration. neurodegeneration is the loss of structure and/or function of neurons, cells in the brain. due to the diversity of the types of ms, their diagnosis becomes challenging, and the best treatment cannot be easily provided to patients. biomarkers, or measurable biological substances that can indicate disease, have been used to simplify the diagnosis and treatment of ms. biomarkers have also been used to evaluate the results of clinical treatments. in recent years, biomarker research has advanced rapidly due to their ability to be easily and promptly measured, their specificity, and their reproducibility. biomarkers are classified into several categories. these categories depend on whether the biomarkers address personal or predictive susceptibility (or risk), diagnosis, disease forecast (or progression), disease activity, or response to treatment in different clinical courses of ms. the identified members indicate a variety of causative pathways of ms. these pathways include neuroaxonal damage (nerve degeneration), gliosis (scarring in the cns), demyelination (nerve tissue destruction), progression of disability, and many others. the present review analyzes biomarkers in cerebrospinal (brain) fluid (csf) and blood serum. these are the most promising imaging biomarkers used in clinical practice. furthermore, this paper aims to shed light on the criteria and challenges that a biomarker faces to be routinely used daily clinical practice.",0
"fetal hemoglobin (hbf) ameliorates clinical severity of sickle cell anemia (sca). the major loci regulating hbf levels are hbb cluster, bcl11a, and hmip-2 (hbs1l-myb). however, the impact of noncoding single-nucleotide polymorphisms (snps) in these loci on clinical outcomes and their functional role on regulating hbf levels should be better elucidated. therefore, we performed comprehensive association analyses of 14 noncoding snps in five loci with hbf levels and with clinical outcomes in a cohort of 250 children with sca from southeastern brazil, and further performed functional annotation of these snps. we found snps independently associated with hbf levels: rs4671393 in bcl11a (β-coefficient = 0.28), rs9399137 in hmip-2a (β-coefficient = 0.16), and rs4895441 in hmip-2b (β-coefficient = 0.15). patients carrying minor (hbf-boosting) alleles for rs1427407, rs93979137, rs4895441, rs9402686, and rs9494145 showed reduced count of reticulocytes (p < 0.01), while those carrying the t allele of rs9494145 showed lower white blood cell count (p = 0.002). carriers of the minor allele for rs9402686 showed higher peripheral saturation of oxygen (p = 0.002). patients carrying minor alleles in bcl11a showed lower risk of transfusion incidence rate ratio (irr ≥ 1.3; p < 0.0001). this effect was independent of hbf effect (p = 0.005). carriers of minor alleles for rs9399137 and rs9402686 showed lower risk of acute chest syndrome (irr > 1.3; p ≤ 0.01). carriers of the reference allele for rs4671393 showed lower risk of infections (irr = 1.16; p = 0.01). in conclusion, patients carrying hbf-boosting alleles of bcl11a and hmip-2 were associated with milder clinical phenotypes. higher hbf concentration may underlie this effect.",1
"researchers studied whether the signs and symptoms associated with chronic cough were helpful in finding out the disease that caused it. patients with chronic cough were studied by a specific set of rules in order to make a diagnosis. the signs and symptoms of chronic cough caused by a single disease were compared. these patients were divided into 4 groups: cough-variant asthma (cva), upper airway cough syndrome (uacs), post-nasal drip syndrome (pnds), eosinophilic bronchitis (eb), and gastroesophageal reflux related cough (gerc). a total 196 patients met the rules: 55 had eb, 45 had uacs, 50 had cva, and 46 had gerc. no important difference was found in age, gender, and course of disease among eb, uacs, cva, and gerc. nighttime cough (nocturnal cough) occurred much more often in cva than in eb, uacs, and gerc. nocturnal cough was very highly associated with cva. cough associated with meals and backflow of stomach contents was more highly associated with gerc than the other groups. uacs was more associated with postnasal drip, symptoms of nose inflammation , and history of nose diseases. the signs and symptoms of chronic cough are useful in the diagnosis of a single underlying cause.",0
"current monitoring technologies are unable to detect early, compensatory changes that are associated with significant blood loss. we previously introduced a novel algorithm to calculate the compensatory reserve index (cri) based on the analysis of arterial waveform features obtained from photoplethysmogram recordings. in the present study, we hypothesized that the cri would provide greater sensitivity and specificity to detect blood loss compared with traditional vital signs and other hemodynamic measures. continuous noninvasive vital sign waveform data, including cri, photoplethysmogram, heart rate, blood pressures, spo2, cardiac output, and stroke volume, were analyzed from 20 subjects before, during, and after an average controlled voluntary hemorrhage of ∼1.2 l of blood. compensatory reserve index decreased by 33% in a linear fashion across progressive blood volume loss, with no clinically significant alterations in vital signs. the receiver operating characteristic area under the curve for the cri was 0.90, with a sensitivity of 0.80 and specificity of 0.76. in comparison, blood pressures, heart rate, spo2, cardiac output, and stroke volume had significantly lower receiver operating characteristic area under the curve values and specificities for detecting the same volume of blood loss. consistent with our hypothesis, cri detected blood loss and restoration with significantly greater specificity than did other traditional physiologic measures. single measurement of cri may enable more accurate triage, whereas cri monitoring may allow for earlier detection of casualty deterioration.",1
"objective: to compare the accuracy of procalcitonin and c-reactive protein as diagnostic markers of bacterial infection in critically ill children at the onset of systemic inflammatory response syndrome (sirs). design: prospective cohort study. setting: tertiary care, university-affiliated pediatric intensive care unit (picu). patients: consecutive patients with sirs. interventions: from june to december 2002, all picu patients were screened daily to include cases of sirs. at inclusion (onset of sirs), procalcitonin and c-reactive protein levels as well as an array of cultures were obtained. diagnosis of bacterial infection was made a posteriori by an adjudicating process (consensus of experts unaware of the results of procalcitonin and c-reactive protein). baseline and daily data on severity of illness, organ dysfunction, and outcome were collected. measurements and main results: sixty-four patients were included in the study and were a posteriori divided into the following groups: bacterial sirs (n = 25) and nonbacterial sirs (n = 39). procalcitonin levels were significantly higher in patients with bacterial infection compared with patients without bacterial infection (p = .01). the area under the receiver operating characteristic curve for procalcitonin was greater than that for c-reactive protein (0.71 vs. 0.65, respectively). a positive procalcitonin level (>or=2.5 ng/ml), when added to bedside clinical judgment, increased the likelihood of bacterial infection from 39% to 92%, while a negative c-reactive protein level (<40 mg/l) decreased the probability of bacterial infection from 39% to 2%. conclusions: procalcitonin is better than c-reactive protein for differentiating bacterial from nonbacterial sirs in critically ill children, although the accuracy of both tests is moderate. diagnostic accuracy could be enhanced by combining these tests with bedside clinical judgment.",1
"the study's objective is to evaulate the success of topical pentoxifylline (ptx) (a blood flow medication) on pressure ulcer (pu), or bedsore, healing in very ill patients. in this study, patients with mild or moderate pus were randomly assigned to receive either skin-level ptx 5% or a sham treatment twice daily for 14 days. changes in pu (severity and size) were measured. the severity of pu was determined with a special scale at starting (day zero), day seven, and day 14 of the treatment. pu length and width was measured with a ruler in cm2. 112 adult patients enrolled in the study. average pu size and score at day 0 were 32 cm2 and 1 respectively. in the ptx group, the average differences of all pu scores and sizes decreased greatly across the intervals (day seven vs day zero, day 14 vs day zero, and day 14 vs day seven), compared with the sham treatment group. the severity and size of pus improved greatly in patients who received skin-level ptx 5% ointment twice a day for 14 days compared to those in the dummy treatment group. skin-level ptx may be a possible option to treat mild and moderate pus in very ill patients.",0
"for this study's background, breast cancer is the most common type of cancer among women around the world and the leading cause of cancer-related death among women. the knowledge about changeable risk factors, such as diet, can be an acceptable, cheap and non-drug prevention tool. the aim of this study was to check the link between dietary fat, dietary fatty acids, fish intake, and breast cancer in women. a patient study was designed. a total of 201 newly diagnosed, polish female cancer patients (average age: 58 years) and 201 age-matched patients without cancer were included. a standard questionnaire measuring various socio-demographic, clinical, lifestyle, and dietary characteristics was applied via face-to-face interviews. detailed dietary intake information was measured using a verified diet questionnaire. results were obtained using statistical models controlling for non-dietary and dietary potential confounders. consumption of polyunsaturated fats (pufa) over 10% of total energy intake was linked with a significantly lower risk of breast cancer compared to low intake of pufa. low (<0.2) omega-3/ omega-6 ratio, fish consumption less than once every six months and being overweight were linked with increased risk of breast cancer. residents of rural areas had a much higher risk compared to women from urban areas. in conclusion, high intake of pufa can decrease the risk of breast cancer, while the low omega-3/omega-6 ratio increases the risk. in addition, being overweight, eliminating fish from the diet and living in rural areas can also increase the risk of breast cancer.",0
"some patients suffer complications from anti-viral immune responses, or the response their body creates when infected with a virus. these complications can lead to both a dangerous cytokine storm (proteins that control activity of immune and blood cells that flood the body) and development of blood-borne factors that increase the likelihood of blood clots or scabs. each person's unique immune response will likely determine and predict how a patient will react to infection. therefore, each person's immune system represents a target for intervention to prevent harmful side effects. in the early stages of infection, exhausted or overworked t cells (an immune system cell) can lead to disease progression. alteration of t cell functions often comes before a cytokine storm and neutrophil expansion, or the suppression of immune system. when these events occur in lung tissues, diseases are often even more damaging. t cell function, cytokine production, and events that attract neutrophils (cells that sweep humans for signs of infection) to the lung can be changed by specifically targeting molecules that trigger t cell responses. manipulating t cell responses could provide the means to control the immune response in patients with covid-19 (a viral, breathing-related disorder). during the initial anti-viral response, t cell function can be enhanced by delaying anti-viral exhaustion by suppressing certain biological pathways. additionally, immune dysregulation or errors can be addressed by enhancing immune suppressor functions by targeting molecules that control cell metabolism. targeting cell metabolism pathways may also prevent formation of blood clots. furthermore, the cell metabolism pathway is needed for covid-19 replication in host cells. suppressing the pathway could potentially decrease the amount of virus within the host. the overall goal is to identify biological targets than can control the immune response in covid-19 patients to improve patient well-being. targeting specific pathways in the body could achieve this goal during each stage of the disease.",0
"although bone mineral density (bmd) testing to measure how much calcium and other minerals are in bones to look for osteoporosis (a condition in which bones become weak and brittle) is suggested for women 65 years old or older, few studies look at how long to wait between tests. we studied 4957 women, 67 years old and older, with normal bmd or weaker than normal bones who had never broken a hip or spine or received treatment for osteoporosis, followed for up to 15 years. the time between bmd testing was the estimated time for 10% of women to develop osteoporosis before breaking a hip or spine, considering estrogen (female-specific hormone) use and risk factors. we used mathematical models to look at changes from normal bmd and from mild, moderate, and advanced osteopenia. we considered hip and spine breaks and people taking drugs to strengthen bones. we found the estimated time between bmd testing was 16.8 years for women with normal bmd and 17.3, 4.7. and 1.1 years for women with mild, moderate, and advanced osteopenia, respectively. our results suggest that less than 10% of older women who had gone through menopause (a point in time 12 months after the last period) would develop osteoporosis if tested about every 15 years for women with normal bmd or mild osteopenia, 5 years for women with moderate osteopenia, and 1 year for women with advanced osteopenia.",0
"the term ""shock"" refers to a life-threatening circulatory failure caused by an imbalance between the supply and demand of cellular oxygen. hypovolemic shock is characterized by a reduction of intravascular volume and a subsequent reduction in preload. the body compensates the loss of volume by increasing the stroke volume, heart frequency, oxygen extraction rate, and later by an increased concentration of 2,3-diphosphoglycerate with a rightward shift of the oxygen dissociation curve. hypovolemic hemorrhagic shock impairs the macrocirculation and microcirculation and therefore affects many organ systems (e.g. kidneys, endocrine system and endothelium). for further identification of a state of shock caused by bleeding, vital functions, coagulation tests and hematopoietic procedures are implemented. every hospital should be in possession of a specific protocol for massive transfusions. the differentiated systemic treatment of bleeding consists of maintenance of an adequate homeostasis and the administration of blood products and coagulation factors.",1
"a majority of adults with persistently low serum alkaline phosphatase values carry a pathogenic or likely pathogenic variant in the alpl gene and also have elevated alkaline phosphatase substrate values in serum and urine. these adults may fall within the spectrum of the adult form of hypophosphatasia. introduction: the primary objective of this study was to determine what proportion of adults with persistently low serum alkaline phosphatase values (hypophosphatasemia) harbor mutations in the alpl gene or have elevated alkaline phosphatase (alp) substrates. some adults with persistent hypophosphatasemia share clinical and radiographic features with the adult form of hypophosphatasia (hpp). in hpp, alpl mutations result in persistent hypophosphatasemia and alp substrate accumulation in plasma (pyridoxal-5-phosphate (plp)) and urine (phosphoethanolamine (pea)). methods: biochemical analyses, including serum alp activity, bone-specific alp, plasma plp, and urine pea, were performed in adults with persistent hypophosphatasemia. mutational analyses were performed using pcr and sanger sequencing methods. gene variants were classified as pathogenic (p), likely pathogenic (lp), variants of uncertain significance (vus), likely benign (lb), and benign (b). p and lp variants were further grouped as ""positive alpl variants"" and lb and b grouped as ""negative alpl variants."" results: fifty subjects completed all mutational and biochemical analyses. sixteen percent carried only negative alpl variants. of the remaining 42 subjects, 67% were heterozygous for a p variant, 19% for an lp variant, and 14% for a vus. biochemical results were highly inter-correlated and consistent with the expected inverse relationship between alp and its substrates. subjects harboring positive alpl variants showed lower alp and bsap and higher plp and pea values compared with subjects harboring only negative alpl variants. approximately half of all subjects harboring positive alpl variants or alpl vus showed elevations in plasma plp, and three quarters showed elevations in urine pea. conclusion: adults with persistent hypophosphatasemia frequently harbor alpl mutations and have elevated alp substrates. these adults may fall within the spectrum of the adult form of hypophosphatasia. clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present. clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present.",1
"vitamin d plays a key role in controlling blood pressure and fluid in the body and is used by sars-cov-2, the virus leading to the respiratory disease of covid-19, for entry into cells. vitamin d controls several processes of the immune system to minimize the virus. examples include preventing entry and replication of sars-cov-2 (the novel coronavirus that can lead to covid-19), reducing inflammation (the body's response to infection causing swelling, pain, or redness), and increasing the production of natural defensive cells in the body that could destroy sars-cov-2.",0
"for the study's purpose, increased skin-related or epidermal growth factor receptor (egfr) expression may promote breast cancer resistance to hormonal therapy. we have studied if giving gefitinib, an egfr blocker, first might overcome biologic and medical resistance to pre-treatment anastrozole (a drug commonly used for breast cancer) in a medical trial. the study included postmenopausal women (women who had their last period) with hormone receptor-specific, early breast cancer received anastrozole 1 mg daily for 16 weeks. then, they were randomly assigned at a ratio of 2:5:5 to also receive (1) gefitinib 250 mg/d by mouth for 16 weeks, (2) dummy treatment 1 tablet/d by mouth for 2 weeks and then gefitinib for 14 weeks, or (3) dummy treatment for 16 weeks. the main measure was biologic change in cancer cell growth at 2 and 16 weeks. the main secondary measure was overall health improvement or objective response (or). for the study's results, two hundred six women were randomly assigned. average changes in cancer cell growth with anastrozole and gefitinib versus anastrozole alone were -77.4% and -83.6%, respectively, between start and 16 weeks, -80.1% and -71.3% between start and 2 weeks, and -19.3% and -43% between 2 and 16 weeks. ors in the 2-drug-group and anastrozole alone group were 48% and 61%, respectively, and 48% versus 72% in the female-sex-hormone-specific subgroup, which was consistent with cancer cell growth changes. common treatment-related side effects included diarrhea, rash, alopecia (hair loss or thinning), dry skin, and nausea. there was no evidence of a drug interaction. in conclusion, adding gefitinib to pre-treatment anastrozole had no additional clinical or biologic effect, failing to support our original theory.",0
